,Counter,Gait Speed,Step Length,Stride Length,Step Width,Right Flexion Angle,Left Flexion Angle,Right Extension Angle,Left Extension Angle,Distance Travelled,Step Count,TUG Time,Cadence (Steps/min),Timestamp,Time (s),Processing time,Orientation,Turn,World Coordinates,Key Points
1,1828,0.0,0.0,0,0.0,14.957352066347852,29.81037929473939,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:25,2.127668857574463,0.09974527359008789,side,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (-658, -768, 2194), 4: (-755, -788, 2167), 5: (-759, -604, 2260), 6: (-879, -590, 2067), 7: (-801, -283, 2239), 8: (-976, -309, 1985), 9: (-780, -86, 2356), 10: (0, 0, 0), 11: (-807, -61, 2265), 12: (-930, -57, 2146), 13: (-767, 281, 2342), 14: (-938, 296, 2216), 15: (-889, 632, 2372), 16: (-1017, 664, 2239), 17: (-815, -592, 2154)}","{0: (459, 160), 1: (466, 152), 2: (452, 149), 4: (421, 140), 5: (430, 201), 6: (373, 189), 7: (417, 289), 8: (331, 270), 9: (434, 345), 10: (338, 346), 11: (418, 351), 12: (369, 351), 13: (436, 442), 14: (375, 451), 15: (405, 534), 16: (354, 554), 17: (403, 196), 18: (array([459., 160.]), array([466., 152.]))}"
2,1829,0.0,0.0,0,0.0,9.105552852965758,28.842222992743956,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:25,2.225484848022461,0.09962868690490723,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (-629, -782, 2192), 4: (0, 0, 0), 5: (-728, -618, 2243), 6: (-846, -598, 2059), 7: (-761, -293, 2206), 8: (-909, -312, 1979), 9: (-752, -96, 2230), 10: (-973, -74, 2144), 11: (-756, -67, 2229), 12: (-861, -55, 2076), 13: (-654, 262, 2336), 14: (-939, 310, 2217), 15: (0, 0, 0), 16: (-1020, 668, 2238), 17: (-783, -606, 2142)}","{0: (467, 157), 1: (473, 148), 2: (460, 145), 4: (427, 136), 5: (437, 196), 6: (382, 186), 7: (425, 285), 8: (352, 269), 9: (430, 341), 10: (356, 346), 11: (429, 349), 12: (381, 351), 13: (466, 437), 14: (375, 455), 15: (455, 541), 16: (353, 555), 17: (411, 191), 18: (array([467., 157.]), array([473., 148.]))}"
3,1830,0.0,0.0,0,0.0,9.012707601372057,5.848116826684702,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:25,2.3280298709869385,0.09737205505371094,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 4: (0, 0, 0), 5: (-676, -612, 2246), 6: (-808, -602, 2061), 7: (-699, -291, 2188), 8: (-845, -310, 1981), 9: (-709, -95, 2205), 10: (-823, -93, 2089), 11: (-708, -74, 2212), 12: (-843, -73, 2113), 13: (-611, 275, 2316), 14: (-918, 268, 2216), 15: (0, 0, 0), 16: (-1024, 657, 2239), 17: (-733, -604, 2134)}","{0: (482, 152), 1: (488, 143), 2: (474, 140), 4: (441, 134), 5: (452, 198), 6: (394, 185), 7: (441, 285), 8: (373, 270), 9: (440, 341), 10: (394, 340), 11: (441, 347), 12: (391, 346), 13: (476, 441), 14: (381, 443), 15: (502, 541), 16: (352, 552), 17: (425, 191), 18: (array([482., 152.]), array([488., 143.]))}"
4,1831,0.0,0.0,0,0.0,11.579361905145532,8.354790533780488,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:25,2.4350321292877197,0.10260939598083496,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (-514, -798, 2205), 4: (0, 0, 0), 5: (-611, -609, 2245), 6: (-740, -609, 2069), 7: (-621, -287, 2180), 8: (-751, -295, 1963), 9: (-592, -100, 2239), 10: (0, 0, 0), 11: (-597, -61, 2017), 12: (-776, -77, 2103), 13: (-543, 289, 2310), 14: (-856, 245, 2200), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-670, -603, 2137)}","{0: (502, 153), 1: (505, 143), 2: (494, 142), 4: (462, 136), 5: (470, 199), 6: (416, 184), 7: (463, 286), 8: (401, 274), 9: (476, 340), 10: (437, 333), 11: (456, 349), 12: (410, 345), 13: (494, 445), 14: (397, 437), 15: (518, 547), 16: (356, 552), 17: (444, 192), 18: (array([502., 153.]), array([505., 143.]))}"
5,1832,0.0,0.0,0,0.0,31.013692395189878,10.57582539570447,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:25,2.5470638275146484,0.10828423500061035,side,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (-428, -790, 2199), 4: (0, 0, 0), 5: (-516, -615, 2236), 6: (-646, -617, 2072), 7: (-503, -315, 2169), 8: (-656, -318, 1966), 9: (0, 0, 0), 10: (-478, -189, 2029), 11: (-524, -60, 2212), 12: (-632, -60, 2099), 13: (-459, 277, 2297), 14: (-690, 276, 2181), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-571, -610, 2124)}","{0: (524, 156), 1: (530, 147), 2: (518, 144), 4: (491, 133), 5: (496, 197), 6: (445, 182), 7: (496, 278), 8: (432, 267), 9: (523, 321), 10: (494, 310), 11: (493, 351), 12: (453, 350), 13: (516, 442), 14: (443, 446), 15: (523, 553), 16: (367, 547), 17: (472, 189), 18: (array([524., 156.]), array([530., 147.]))}"
6,1833,0.0,0.0,0,0.0,51.53555273529173,8.109819637465478,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:25,2.645190477371216,0.11072969436645508,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (-345, -804, 2205), 4: (-444, -839, 2192), 5: (-454, -638, 2229), 6: (-581, -629, 2066), 7: (-423, -350, 2169), 8: (-596, -358, 1975), 9: (-284, -222, 2023), 10: (0, 0, 0), 11: (-427, -87, 2188), 12: (-536, -89, 2077), 13: (-415, 308, 2301), 14: (-525, 281, 2131), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-507, -624, 2111)}","{0: (546, 152), 1: (553, 144), 2: (542, 141), 4: (513, 129), 5: (513, 190), 6: (464, 178), 7: (519, 268), 8: (452, 255), 9: (553, 300), 10: (536, 287), 11: (519, 343), 12: (480, 341), 13: (528, 450), 14: (487, 449), 15: (522, 554), 16: (402, 526), 17: (490, 184), 18: (array([546., 152.]), array([553., 144.]))}"
7,1834,0.0,0.0,0,0.0,26.496283330141182,29.286619647652117,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,2.7466342449188232,0.09809374809265137,side,1,"{0: (-273, -765, 2223), 1: (0, 0, 0), 2: (-286, -795, 2189), 4: (0, 0, 0), 5: (-386, -648, 2213), 6: (-516, -646, 2066), 7: (0, 0, 0), 8: (-504, -375, 1959), 9: (0, 0, 0), 10: (0, 0, 0), 11: (-364, -114, 2145), 12: (-471, -115, 2055), 13: (-375, 267, 2095), 14: (-371, 267, 2095), 15: (-580, 573, 2221), 16: (0, 0, 0), 17: (-441, -639, 2105)}","{0: (563, 154), 1: (570, 145), 2: (558, 142), 4: (530, 129), 5: (531, 186), 6: (484, 173), 7: (545, 279), 8: (480, 249), 9: (575, 338), 10: (548, 256), 11: (535, 335), 12: (498, 333), 13: (529, 446), 14: (530, 446), 15: (477, 528), 16: (510, 552), 17: (509, 179), 18: (array([563., 154.]), array([570., 145.]))}"
8,1835,0.0,0.0,0,0.0,25.43257503252346,3.364178144926001,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,2.8482449054718018,0.10141682624816895,side,1,"{0: (-200, -772, 2211), 1: (0, 0, 0), 2: (-217, -800, 2164), 4: (0, 0, 0), 5: (-320, -649, 2200), 6: (-446, -649, 2050), 7: (-273, -328, 2178), 8: (-439, -387, 1937), 9: (-142, -128, 2404), 10: (0, 0, 0), 11: (-304, -97, 2093), 12: (-390, -101, 2029), 13: (-379, 284, 2261), 14: (-291, 264, 2074), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-376, -636, 2081)}","{0: (583, 151), 1: (590, 142), 2: (577, 138), 4: (548, 127), 5: (549, 185), 6: (504, 171), 7: (562, 275), 8: (499, 244), 9: (603, 335), 10: (577, 236), 11: (550, 339), 12: (521, 337), 13: (536, 445), 14: (553, 446), 15: (528, 555), 16: (534, 565), 17: (527, 178), 18: (array([583., 151.]), array([590., 142.]))}"
9,1836,0.0,0.0,0,0.0,3.8553117649237834,6.4908283878630755,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,2.947012186050415,0.10168218612670898,side,1,"{0: (-131, -754, 2180), 1: (0, 0, 0), 2: (-152, -785, 2141), 4: (-249, -830, 2146), 5: (-231, -652, 2221), 6: (-372, -625, 2004), 7: (-200, -330, 2149), 8: (-346, -375, 1904), 9: (-56, -139, 2394), 10: (-131, -493, 2006), 11: (-242, -99, 2057), 12: (-348, -107, 2016), 13: (-371, 301, 2281), 14: (-209, 267, 2069), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-298, -627, 2071)}","{0: (602, 153), 1: (608, 144), 2: (595, 140), 4: (567, 127), 5: (575, 186), 6: (524, 174), 7: (582, 273), 8: (527, 246), 9: (625, 332), 10: (599, 216), 11: (567, 338), 12: (533, 335), 13: (539, 449), 14: (577, 447), 15: (525, 553), 16: (616, 570), 17: (550, 180), 18: (array([602., 153.]), array([608., 144.]))}"
10,1837,0.0,0.0,0,0.0,11.009957311716306,5.569621237550763,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.045828342437744,0.09871125221252441,side,1,"{0: (-70, -753, 2137), 1: (0, 0, 0), 2: (-92, -780, 2099), 4: (0, 0, 0), 5: (-157, -652, 2197), 6: (-313, -611, 1978), 7: (-127, -323, 2099), 8: (-249, -365, 1868), 9: (-9, -138, 2374), 10: (0, 0, 0), 11: (-162, -100, 2014), 12: (-269, -102, 1983), 13: (-289, 330, 2275), 14: (-107, 290, 2036), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-230, -614, 2027)}","{0: (619, 149), 1: (627, 140), 2: (612, 137), 4: (582, 125), 5: (595, 184), 6: (541, 176), 7: (602, 273), 8: (557, 247), 9: (637, 332), 10: (609, 203), 11: (590, 337), 12: (556, 336), 13: (561, 457), 14: (607, 455), 15: (528, 552), 16: (634, 580), 17: (569, 180), 18: (array([619., 149.]), array([627., 140.]))}"
11,1838,0.0,0.0,0,0.0,17.744401964230946,14.239628525135487,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.1445069313049316,0.09876179695129395,side,1,"{0: (3, -739, 2106), 1: (0, 0, 0), 2: (-11, -764, 2058), 4: (-107, -812, 2063), 5: (-111, -650, 2122), 6: (-225, -612, 1928), 7: (-67, -304, 2020), 8: (-96, -364, 1829), 9: (0, 0, 0), 10: (0, 0, 0), 11: (-77, -91, 1943), 12: (-161, -90, 1928), 13: (-198, 320, 2249), 14: (-20, 290, 1995), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-160, -613, 1971)}","{0: (640, 150), 1: (647, 141), 2: (636, 137), 4: (607, 123), 5: (607, 178), 6: (567, 171), 7: (619, 275), 8: (607, 245), 9: (650, 339), 10: (635, 191), 11: (615, 339), 12: (588, 339), 13: (585, 455), 14: (633, 457), 15: (534, 548), 16: (640, 585), 17: (589, 175), 18: (array([640., 150.]), array([647., 141.]))}"
12,1839,0.0,0.0,0,0.0,16.992370965381724,38.63051802530009,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.244217872619629,0.09880423545837402,,1,"{0: (71, -754, 2012), 1: (96, -777, 2006), 2: (48, -781, 2001), 4: (-37, -818, 2038), 5: (-24, -663, 2088), 6: (-156, -613, 1883), 8: (-27, -378, 1781), 10: (0, 0, 0), 11: (12, -124, 1915), 12: (-93, -115, 1884), 13: (-30, 271, 1969), 14: (12, 277, 1950), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-87, -615, 1908)}","{0: (661, 135), 1: (669, 127), 2: (654, 125), 4: (628, 118), 5: (632, 171), 6: (588, 166), 8: (630, 237), 10: (654, 175), 11: (643, 328), 12: (609, 330), 13: (630, 452), 14: (643, 455), 15: (556, 527), 16: (639, 584), 17: (611, 168), 18: (array([661., 135.]), array([669., 127.]))}"
13,1840,0.0,0.0,0,0.0,19.501865637500828,55.491477012331615,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.3428351879119873,0.09965896606445312,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (135, -780, 1967), 4: (0, 0, 0), 5: (0, 0, 0), 6: (-85, -625, 1856), 7: (72, -369, 1783), 8: (31, -413, 1748), 10: (0, 0, 0), 11: (73, -137, 1885), 12: (-28, -132, 1861), 13: (130, 254, 2065), 14: (56, 246, 1927), 15: (-154, 538, 2252), 16: (0, 0, 0), 17: (-21, -609, 1836)}","{0: (686, 133), 1: (695, 125), 2: (682, 121), 4: (653, 111), 5: (649, 164), 6: (611, 159), 7: (664, 240), 8: (650, 222), 10: (690, 171), 11: (663, 323), 12: (630, 324), 13: (678, 443), 14: (657, 446), 15: (597, 515), 16: (640, 584), 17: (632, 162), 18: (array([686., 133.]), array([695., 125.]))}"
14,1841,0.0,0.0,0,0.0,13.356845480829492,38.453971668572564,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.443894863128662,0.09856891632080078,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (234, -780, 1952), 4: (141, -818, 1955), 5: (64, -624, 1819), 6: (11, -624, 1811), 7: (122, -393, 1725), 8: (97, -415, 1723), 10: (0, 0, 0), 11: (132, -135, 1856), 12: (44, -127, 1835), 13: (276, 231, 2079), 14: (71, 264, 1924), 15: (135, 653, 2158), 16: (0, 0, 0), 17: (34, -618, 1801)}","{0: (716, 131), 1: (725, 123), 2: (714, 119), 4: (684, 107), 5: (661, 155), 6: (643, 154), 7: (683, 227), 8: (674, 219), 10: (716, 198), 11: (683, 323), 12: (654, 325), 13: (721, 436), 14: (662, 452), 15: (678, 555), 16: (640, 580), 17: (651, 155), 18: (array([716., 131.]), array([725., 123.]))}"
15,1842,0.0,0.0,0,0.0,7.000057713762402,5.447368984708731,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.545351028442383,0.10112738609313965,side,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (326, -812, 1942), 4: (0, 0, 0), 5: (144, -610, 1788), 6: (94, -616, 1780), 7: (186, -368, 1697), 8: (143, -385, 1700), 9: (0, 0, 0), 10: (0, 0, 0), 11: (194, -116, 1838), 12: (112, -111, 1815), 13: (335, 274, 2050), 14: (87, 290, 1928), 15: (412, 663, 2068), 16: (0, 0, 0), 17: (117, -608, 1774)}","{0: (749, 120), 1: (755, 109), 2: (744, 107), 4: (712, 99), 5: (689, 156), 6: (672, 153), 7: (707, 234), 8: (691, 228), 9: (748, 244), 10: (761, 238), 11: (704, 329), 12: (677, 330), 13: (740, 450), 14: (667, 460), 15: (763, 567), 16: (642, 584), 17: (680, 155), 18: (array([749., 120.]), array([755., 109.]))}"
16,1843,0.0,0.0,0,0.0,7.042734290321363,4.092002681179309,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:26,3.645735263824463,0.10140037536621094,side,1,"{0: (0, 0, 0), 2: (424, -805, 1950), 4: (0, 0, 0), 5: (222, -604, 1772), 6: (171, -614, 1775), 7: (234, -324, 1682), 8: (212, -332, 1682), 9: (0, 0, 0), 10: (0, 0, 0), 11: (251, -108, 1819), 12: (190, -105, 1804), 13: (401, 292, 2016), 14: (128, 305, 1926), 15: (547, 676, 2033), 16: (0, 0, 0), 17: (196, -606, 1767)}","{0: (777, 123), 2: (775, 110), 4: (751, 99), 5: (717, 156), 6: (699, 153), 7: (725, 249), 8: (717, 246), 9: (772, 298), 10: (788, 291), 11: (724, 331), 12: (704, 332), 13: (762, 457), 14: (680, 465), 15: (807, 575), 16: (643, 584), 17: (708, 155), 18: (array([777., 123.]), array([775., 110.]))}"
17,1844,0.0,0.0,0,0.0,12.394808928177127,2.9251838875913734,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,3.7445032596588135,0.10034775733947754,side,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (432, -827, 1917), 5: (305, -600, 1760), 6: (270, -614, 1770), 8: (278, -318, 1683), 10: (402, -120, 1738), 11: (343, -99, 1810), 12: (291, -92, 1796), 13: (496, 307, 2008), 14: (209, 288, 1898), 15: (579, 687, 2010), 16: (0, 0, 0), 17: (283, -602, 1759)}","{0: (804, 127), 2: (805, 112), 4: (780, 98), 5: (747, 156), 6: (734, 152), 8: (741, 251), 10: (782, 325), 11: (756, 334), 12: (739, 336), 13: (792, 462), 14: (707, 461), 15: (819, 581), 16: (646, 582), 17: (739, 155), 18: (array([804., 127.]), array([805., 112.]))}"
18,1845,0.0,0.0,0,0.0,43.12436894284829,16.39731588769652,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,3.8474013805389404,0.09885525703430176,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (540, -829, 1911), 5: (343, -615, 1764), 6: (356, -612, 1758), 8: (356, -325, 1694), 10: (0, 0, 0), 11: (375, -98, 1793), 12: (386, -83, 1792), 13: (563, 293, 2005), 14: (381, 290, 1855), 15: (585, 705, 2008), 16: (0, 0, 0), 17: (347, -610, 1760)}","{0: (836, 125), 2: (839, 110), 4: (816, 96), 5: (760, 151), 6: (765, 151), 8: (769, 249), 10: (803, 336), 11: (768, 334), 12: (772, 339), 13: (813, 458), 14: (766, 464), 15: (821, 587), 16: (666, 561), 17: (762, 152), 18: (array([836., 125.]), array([839., 110.]))}"
19,1846,0.0,0.0,0,0.0,61.510564051055155,21.84850861434535,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,3.951368808746338,0.1030118465423584,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (0, 0, 0), 5: (426, -629, 1759), 6: (437, -617, 1749), 8: (406, -332, 1687), 10: (514, -87, 1758), 11: (446, -102, 1769), 12: (444, -83, 1676), 13: (563, 264, 1811), 14: (538, 270, 1813), 15: (582, 694, 2011), 16: (242, 543, 1929), 17: (428, -619, 1755)}","{0: (867, 117), 2: (870, 104), 4: (846, 93), 5: (790, 145), 6: (795, 148), 8: (788, 246), 10: (820, 337), 11: (795, 332), 12: (803, 337), 13: (832, 458), 14: (823, 460), 15: (820, 583), 16: (717, 542), 17: (791, 148), 18: (array([867., 117.]), array([870., 104.]))}"
20,1847,0.0,0.0,0,0.0,49.511903556294584,20.456766455768218,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,4.0551066398620605,0.10386323928833008,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (700, -837, 1881), 5: (467, -645, 1768), 6: (523, -625, 1738), 8: (475, -339, 1675), 10: (566, -96, 1720), 11: (501, -105, 1781), 12: (517, -93, 1660), 13: (617, 273, 1984), 14: (689, 251, 1788), 15: (515, 599, 1891), 16: (535, 635, 1910), 17: (489, -629, 1747)}","{0: (898, 115), 2: (900, 101), 4: (873, 88), 5: (804, 140), 6: (827, 143), 8: (815, 242), 10: (843, 333), 11: (813, 331), 12: (832, 333), 13: (832, 453), 14: (879, 455), 15: (809, 565), 16: (814, 575), 17: (814, 143), 18: (array([898., 115.]), array([900., 101.]))}"
21,1848,0.0,0.0,0,0.0,24.615025670983584,8.13010235415598,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,4.163278341293335,0.10398530960083008,side,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (769, -839, 1863), 5: (538, -642, 1753), 6: (576, -625, 1725), 8: (535, -347, 1664), 10: (699, -141, 1762), 11: (564, -96, 1767), 12: (600, -77, 1678), 13: (635, 313, 1992), 14: (799, 268, 1791), 15: (581, 696, 2008), 16: (0, 0, 0), 17: (552, -629, 1735)}","{0: (920, 116), 2: (925, 100), 4: (899, 84), 5: (831, 139), 6: (848, 141), 8: (839, 238), 10: (886, 318), 11: (837, 334), 12: (861, 339), 13: (837, 465), 14: (918, 461), 15: (820, 584), 16: (919, 595), 17: (838, 141), 18: (array([920., 116.]), array([925., 100.]))}"
22,1849,0.0018479999999999998,0.0,0,0.0,1.1796031636287978,6.401944714047147,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,4.269656419754028,0.10811138153076172,side,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (0, 0, 0), 5: (608, -635, 1730), 6: (652, -625, 1704), 8: (638, -340, 1646), 10: (0, 0, 0), 11: (605, -76, 1762), 12: (683, -69, 1736), 13: (655, 327, 1986), 14: (853, 289, 1788), 15: (593, 694, 2004), 16: (987, 662, 1765), 17: (627, -626, 1715)}","{0: (951, 111), 2: (955, 98), 4: (930, 84), 5: (859, 138), 6: (879, 138), 8: (881, 239), 10: (915, 325), 11: (852, 341), 12: (884, 343), 13: (844, 470), 14: (938, 469), 15: (824, 584), 16: (993, 605), 17: (868, 139), 18: (array([951., 111.]), array([955.,  98.]))}"
23,1850,0.0018479999999999998,0.0,0,0.0,14.149902869546224,20.177609884045694,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,4.371217250823975,0.10648512840270996,side,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (940, -817, 1803), 5: (701, -619, 1699), 6: (756, -610, 1668), 8: (760, -330, 1608), 10: (0, 0, 0), 11: (693, -94, 1740), 12: (775, -75, 1699), 13: (754, 293, 1957), 14: (952, 270, 1760), 15: (603, 679, 2005), 16: (1010, 683, 1749), 17: (721, -611, 1677)}","{0: (990, 106), 2: (993, 93), 4: (969, 81), 5: (898, 139), 6: (924, 138), 8: (935, 239), 10: (981, 334), 11: (887, 334), 12: (924, 340), 13: (879, 461), 14: (979, 464), 15: (827, 579), 16: (1005, 615), 17: (909, 139), 18: (array([990., 106.]), array([993.,  93.]))}"
24,1851,0.0018479999999999998,0.0,0,0.0,13.735570192419488,47.43729506025173,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,4.470964431762695,0.10116696357727051,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (1040, -827, 1793), 5: (764, -642, 1711), 6: (846, -626, 1633), 8: (859, -343, 1580), 10: (0, 0, 0), 11: (746, -101, 1712), 12: (827, -97, 1655), 13: (894, 260, 1929), 14: (967, 244, 1718), 15: (641, 621, 1994), 16: (1011, 689, 1751), 17: (794, -630, 1662)}","{0: (1020, 104), 2: (1027, 88), 4: (1007, 75), 5: (920, 132), 6: (966, 126), 8: (981, 231), 10: (1029, 320), 11: (911, 331), 12: (952, 331), 13: (929, 452), 14: (993, 457), 15: (840, 562), 16: (1005, 617), 17: (940, 129), 18: (array([1020.,  104.]), array([1027.,   88.]))}"
25,1852,0.0018479999999999998,0.0,0,0.0,12.669970816248963,60.51372416766162,0.0,0.0,0.0,0,0,0.0,22-07-2024 19:55:27,4.571957349777222,0.09981060028076172,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (1104, -834, 1787), 5: (0, 0, 0), 6: (916, -644, 1619), 8: (960, -339, 1544), 10: (0, 0, 0), 11: (807, -126, 1682), 12: (876, -119, 1632), 13: (0, 0, 0), 14: (997, 239, 1706), 15: (762, 560, 1954), 16: (1017, 687, 1747), 17: (858, -644, 1647)}","{0: (1045, 97), 2: (1050, 83), 4: (1032, 71), 5: (943, 123), 6: (997, 116), 8: (1032, 229), 10: (1083, 318), 11: (939, 321), 12: (976, 322), 13: (977, 450), 14: (1007, 456), 15: (883, 547), 16: (1008, 617), 17: (968, 121), 18: (array([1045.,   97.]), array([1050.,   83.]))}"
26,1853,500.1941484273759,370.0,900.33,243.0,7.237716895415446,41.007857127699936,1.1796031636287978,6.401944714047147,202.62095153265864,2,0,0.0,22-07-2024 19:55:27,4.677007675170898,0.10127115249633789,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (1179, -835, 1797), 5: (877, -650, 1845), 6: (983, -662, 1615), 7: (841, -379, 1900), 8: (1036, -371, 1548), 9: (0, 0, 0), 10: (0, 0, 0), 11: (849, -103, 1668), 12: (931, -99, 1601), 13: (982, 236, 1721), 14: (1015, 255, 1707), 15: (949, 586, 1908), 16: (1012, 684, 1753), 17: (918, -654, 1663)}","{0: (1068, 97), 2: (1071, 85), 4: (1057, 72), 5: (938, 146), 6: (1025, 108), 7: (916, 243), 8: (1063, 216), 9: (931, 331), 10: (1116, 312), 11: (958, 329), 12: (1005, 329), 13: (998, 454), 14: (1014, 462), 15: (952, 561), 16: (1005, 615), 17: (988, 119), 18: (array([1068.,   97.]), array([1071.,   85.]))}"
27,1854,500.1941484273759,0.0,0,0.0,6.812491196620641,18.50651483555788,1.1796031636287978,6.401944714047147,202.62095153265864,2,0,0.0,22-07-2024 19:55:28,4.778257369995117,0.10464334487915039,side,0,"{2: (0, 0, 0), 4: (1218, -837, 1810), 5: (924, -648, 1848), 6: (1051, -662, 1618), 7: (910, -382, 1964), 8: (1116, -370, 1539), 9: (0, 0, 0), 10: (0, 0, 0), 11: (896, -90, 1684), 12: (984, -86, 1603), 13: (1044, 283, 1712), 14: (1056, 286, 1714), 15: (1088, 653, 1774), 16: (1030, 684, 1747), 17: (976, -654, 1671)}","{2: (1082, 78), 4: (1068, 73), 5: (954, 147), 6: (1052, 108), 7: (929, 246), 8: (1100, 215), 9: (940, 334), 10: (1139, 311), 11: (973, 334), 12: (1026, 334), 13: (1024, 472), 14: (1028, 473), 15: (1028, 601), 16: (1013, 616), 17: (1009, 120), 18: (array([1082.,   78.]), array([1068.,   73.]))}"
28,1855,500.1941484273759,0.0,0,0.0,7.486813387503474,18.504821690128722,1.1796031636287978,6.401944714047147,202.62095153265864,2,0,0.0,22-07-2024 19:55:28,4.884052991867065,0.10134506225585938,,0,"{2: (0, 0, 0), 3: (0, 0, 0), 4: (1264, -822, 1840), 5: (0, 0, 0), 6: (1104, -645, 1630), 7: (951, -371, 1993), 8: (1183, -355, 1562), 9: (0, 0, 0), 10: (0, 0, 0), 11: (947, -100, 1714), 12: (1055, -91, 1603), 13: (0, 0, 0), 14: (1097, 276, 1720), 15: (1303, 686, 1881), 16: (1024, 679, 1755), 17: (1022, -643, 1699)}","{2: (1089, 86), 3: (1020, 83), 4: (1077, 83), 5: (967, 143), 6: (1070, 116), 7: (938, 251), 8: (1121, 223), 9: (950, 336), 10: (1153, 315), 11: (986, 331), 12: (1055, 332), 13: (1058, 467), 14: (1042, 469), 15: (1080, 600), 16: (1009, 613), 17: (1020, 128), 18: (array([1089.,   86.]), array([1020.,   83.]))}"
29,1856,500.1941484273759,0.0,0,0.0,11.753091901559799,12.685762872098167,1.1796031636287978,6.401944714047147,202.62095153265864,2,0,0.0,22-07-2024 19:55:28,4.98710560798645,0.10579133033752441,side,1,"{3: (0, 0, 0), 4: (0, 0, 0), 5: (1027, -657, 1928), 6: (1168, -639, 1650), 7: (995, -338, 2005), 8: (1246, -340, 1586), 9: (0, 0, 0), 10: (0, 0, 0), 11: (1012, -99, 1739), 12: (1124, -89, 1622), 13: (1170, 290, 1731), 14: (1143, 299, 1731), 15: (1336, 710, 1876), 16: (1020, 683, 1756), 17: (1073, -626, 1726)}","{3: (1023, 95), 4: (1086, 92), 5: (975, 153), 6: (1090, 121), 7: (950, 262), 8: (1140, 231), 9: (969, 341), 10: (1160, 319), 11: (1005, 332), 12: (1078, 333), 13: (1067, 474), 14: (1057, 477), 15: (1093, 609), 16: (1007, 614), 17: (1033, 138), 18: (array([1023.,   95.]), array([1086.,   92.]))}"
